Proposal Number,Category,PI Name,Title,Time,Year
14620212,NORMAL GALAXIES: X-RAY POPULATIONS,Chary,The Origin of Elevated X-ray Emission in Strong Halpha Emitting Galaxies,114.0,2014
14620268,NORMAL GALAXIES: X-RAY POPULATIONS,Rappaport,Galaxies in Collision: NGC 2207 & IC 2163,40.0,2014
14620435,NORMAL GALAXIES: X-RAY POPULATIONS,Di Stefano,Seeing through Baade's Window: Discovering X-Ray Sources that have Long-Term Optical Light Curves,240.0,2014
14620479,NORMAL GALAXIES: X-RAY POPULATIONS,Wolter,Ring galaxies as the cradle of ULXs,71.0,2014
14620502,NORMAL GALAXIES: X-RAY POPULATIONS,Sutton,Searching for IMBHs: characterising three new bright ULX candidates with Chandra,75.0,2014
14620615,NORMAL GALAXIES: X-RAY POPULATIONS,Garcia,Monitoring M31 for BHXNe,25.0,2014
14620812,NORMAL GALAXIES: X-RAY POPULATIONS,IRWIN,Monitoring a Possible Post-Tidal Disruption Event (and Black Hole X-ray Binaries) in NGC1399,90.0,2014
14620843,NORMAL GALAXIES: X-RAY POPULATIONS,Miller,Testing supermassive black hole feedback in a pristine environment,150.0,2014
14620912,NORMAL GALAXIES: X-RAY POPULATIONS,van den Berg,Chandra survey of the oldest open clusters,121.0,2014
14620924,NORMAL GALAXIES: X-RAY POPULATIONS,Baganoff,Monitoring the Tidal Disruption of a Gas Cloud Approaching Sgr A*,120.0,2014
14700029,ACTIVE GALAXIES AND QUASARS,Brandt,Understanding the Nature of PHL 1811 Analogs,65.3,2014
14700175,ACTIVE GALAXIES AND QUASARS,Kraft,Gas Dynamics of Wide Angle Tail Radio Galaxies: A Chandra Study of the ICM around 3C 130,60.0,2014
14700243,ACTIVE GALAXIES AND QUASARS,Pooley,Determination of Dark Matter Fractions and M/L in Elliptical Galaxies,190.0,2014
14700264,ACTIVE GALAXIES AND QUASARS,Liu,X-ray Confirmation of Optically Selected Kpc-Scale Binary AGNs,75.0,2014
14700279,ACTIVE GALAXIES AND QUASARS,Liu,"The Hierarchical Assembly of Massive Black Holes: Identifying Kpc-Scale Triple AGNs with Chandra, HST, and EVLA",90.0,2014
14700320,ACTIVE GALAXIES AND QUASARS,Cooray,Caught in the Act: X-ray Imaging of the Highest-Redshift Binary AGN in a Lensed Submillimeter Galaxy Merger,80.0,2014
14700332,ACTIVE GALAXIES AND QUASARS,Harris,Keeping Tabs on the Unique Jet in M87 During Cycle 14,10.0,2014
14700337,ACTIVE GALAXIES AND QUASARS,Levan,A late time look at the candidate relativistic tidal disruption event Swift 2058+0516,80.0,2014
14700344,ACTIVE GALAXIES AND QUASARS,Harris,TeV Flaring from M87: Triggering Chandra to Detect an X-ray Counterpart,35.0,2014
14700436,ACTIVE GALAXIES AND QUASARS,Risaliti,NGC 4945: Spatially resolved spectroscopy of the ``torus',200.0,2014
14700473,ACTIVE GALAXIES AND QUASARS,Kochanek,ENERGY DEPENDENT X-RAY MICROLENSING AND THE STRUCTURE OF QUASARS,810.0,2014
14700584,ACTIVE GALAXIES AND QUASARS,Hamann,The Energetics and Shielding of FeLoBAL Quasar Outflows,70.0,2014
14700608,ACTIVE GALAXIES AND QUASARS,Darling,"Chandra Confirmation of Candidate Inspiraling, Binary, or Recoiling Black Holes in Nearby Galaxies",40.0,2014
14700630,ACTIVE GALAXIES AND QUASARS,Perlman,3C 111: An Ideal Galaxy for Reavealing Jet Physics,127.0,2014
14700638,ACTIVE GALAXIES AND QUASARS,Brandt,A High-Resolution Study of Long-Term Absorption Variation and the X-ray/UV Connection in NGC 3783,170.0,2014
14700660,ACTIVE GALAXIES AND QUASARS,Kuraszkiewicz,The Herschel Legacy of powerful 3C radio galaxies and quasars II: observing Proposal.,174.0,2014
14700673,ACTIVE GALAXIES AND QUASARS,Gallo,Testing the slim disk scenario for active intermediate mass black holes,115.0,2014
14700686,ACTIVE GALAXIES AND QUASARS,Wang,The Remarkable Case of NGC 5252: Turning Chandra into a Time Machine,180.0,2014
14700783,ACTIVE GALAXIES AND QUASARS,Young,Feedback in 3C 277.3,200.0,2014
14700787,ACTIVE GALAXIES AND QUASARS,Max,Are Double-Peaked Optical Emission Lines Reliable Indicators of Dual AGNs?,215.0,2014
14700792,ACTIVE GALAXIES AND QUASARS,Kharb,Probing The Causes of the High/Low Jet Power Dichotomy in AGN Jets with Chandra and HST,200.0,2014
14700824,ACTIVE GALAXIES AND QUASARS,Haggard,Joint Chandra/XMM/EVLA Monitoring of the Gas Cloud G2 as it Encounters Sgr A*,300.0,2014
14700854,ACTIVE GALAXIES AND QUASARS,Sanders,C-GOALS: The Chandra-RBGS Survey of a Complete Sample of Major-Merger LIRGs,435.0,2014
14700914,ACTIVE GALAXIES AND QUASARS,Lobban,A High-Resolution View of the Warm Absorber and Iron Line in Mrk 1040,200.0,2014
14700949,ACTIVE GALAXIES AND QUASARS,Zezas,Arp 299: a case study of one of the most luminous star-forming galaxies,100.0,2014
14700957,ACTIVE GALAXIES AND QUASARS,Farrar,CGCG~298-021: X-ray counterpart to an Ultra High Energy Cosmic Ray source?,25.0,2014
14700962,ACTIVE GALAXIES AND QUASARS,Ponti,X-ray monitoring of Sgr A* during outburst,280.0,2014
14800191,CLUSTERS OF GALAXIES,Gastaldello,"The front in Abell 1033, a cluster with a speeding BCG",64.0,2014
14800226,CLUSTERS OF GALAXIES,Wong,Mapping the nearest non-cool core cluster out to R200,42.0,2014
14800358,CLUSTERS OF GALAXIES,Croston,The strongest shock around an FRII radio galaxy?,200.0,2014
14800360,CLUSTERS OF GALAXIES,Tozzi,"Extreme constraints on ICM physics and cosmology: a deep observation of XMMUJ0044, the most distant massive cluster",380.0,2014
14800365,CLUSTERS OF GALAXIES,Jones,A Chandra-Planck Legacy Program for Massive Clusters of Galaxies,988.0,2014
14800401,CLUSTERS OF GALAXIES,Miller,TO THE OUTER LIMITS OF CLUSTERS WITH CHANDRA AND SUZAKU,40.0,2014
14800434,CLUSTERS OF GALAXIES,Randall,A Detailed Study of the Longest Known Ram Pressure Stripped Tail with Deep Chandra Observations of M86,350.0,2014
14800485,CLUSTERS OF GALAXIES,Randall,Understanding the Nature and Environment of Radio Relics,23.0,2014
14800490,CLUSTERS OF GALAXIES,Reiprich,COMPLETING eHIFLUGCS: THE ULTIMATE PRECISE AND ACCURATE LOCAL BASELINE,131.0,2014
14800534,CLUSTERS OF GALAXIES,Brodwin,"X-ray Observations of IDCS J1426.5+3508: A Very Massive, SZ-detected Galaxy Cluster at z=1.75",100.0,2014
14800651,CLUSTERS OF GALAXIES,Clarke,Shock and Cold Front with a Tail? The Extreme Relic Cluster Abell 2443,100.0,2014
14800671,CLUSTERS OF GALAXIES,Russell,"Cold fronts, cavities and the disintegrating cool core in the merging galaxy group RXJ0751.3+5012",100.0,2014
14800737,CLUSTERS OF GALAXIES,van Weeren,The 'toothbrush-cluster': probing particle acceleration by merger induced shock waves,200.0,2014
14800791,CLUSTERS OF GALAXIES,Allen,Tracing a merger from start to finish in Abell 85,160.0,2014
14800795,CLUSTERS OF GALAXIES,Giacintucci,RXCJ1514.9-1523: a new USSRH?,60.0,2014
14800808,CLUSTERS OF GALAXIES,Kraft,Extreme Cluster Mergers - Deep Chandra Follow-up to Two Massive Cluster Mergers at Redshift 0.25 Detected by Planck,180.0,2014
14800815,CLUSTERS OF GALAXIES,Werner,Resolving the nearest cold front in the sky: the cleanest experimental tool to study detailed ICM physics,500.0,2014
14800899,CLUSTERS OF GALAXIES,Vrtilek,Hot gas in spiral-dominated groups: does HGC 16 have a halo?,150.0,2014
14800901,CLUSTERS OF GALAXIES,Walker,"Joint Chandra and Suzaku exploration of the outskirts of the nearby, X-ray bright Centaurus cluster",40.0,2014
14800903,CLUSTERS OF GALAXIES,Markevitch,RESOLVING KELVIN-HELMHOLTZ INSTABILITIES IN CLUSTER COLD FRONTS,245.0,2014
14800973,CLUSTERS OF GALAXIES,Murray,X-ray Properties of Massive Clusters in the Local Universe,20.0,2014
14800974,CLUSTERS OF GALAXIES,Murray,The radio relic/cluster merger connection,58.0,2014
14900411,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Smail,Far-infrared powered Inverse Compton halos around high-redshift radio galaxies,230.0,2014
14900506,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Levan,A Chandra/HST survey of dark gamma-ray bursts and their hosts,60.0,2014
14900635,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Krongold,Assessing the WHIM detection towards Mkn421,170.0,2014
14900703,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Tanaka,Studying Giant Filamentary Lobes of Centaurus A,100.0,2014
14900848,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Machacek,Mapping Galaxy Groups and the Hot WHIM in Shapley Supercluster Filaments with Chandra and Suzaku,60.0,2014
14900904,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Civano,The COSMOS Legacy Survey,2800.0,2014
14910487,GALACTIC DIFFUSE EMISSION AND SURVEYS,Tsuboi,Chandra Pilot Survey of Extrasolar Planet Candidates,45.0,2014
