Category,PI Name,Proposal Number,Time,Title,Year
NORMAL STARS AND WD,JURGEN SCHMITT,02200221,100.0,A HIGH RESOLUTION X-RAY SPECTRUM OF THE INTERMEDIATE ACTIVITYSTAR $\EPSILON$ ERI,2002
NORMAL STARS AND WD,MATTHIAS HUENSCH,02200227,6.0,INTRINSIC X-RAY EMISSION FROM M-TYPE GIANTS,2002
NORMAL STARS AND WD,NICOLAS GROSSO,02200277,100.0,SEARCH FOR X-RAYS FROM COLLAPSING MAGNETIZED PRE-STELLARCONDENSATIONS,2002
NORMAL STARS AND WD,TOMASO BELLONI,02200280,50.0,BINARIES IN OLD OPEN CLUSTERS: M67,2002
NORMAL STARS AND WD,LEISA TOWNSLEY,02200327,80.0,STAR FORMATION IN THE ROSETTE MOLECULAR CLOUD,2002
NORMAL STARS AND WD,STEPHEN SKINNER,02200366,80.0,THE X-RAY VIEW OF ACTIVE STAR-FORMATION IN THE DENSE STELLARCLUSTER NGC 2024,2002
NORMAL STARS AND WD,MANUEL GUEDEL,02200371,100.0,THE COOL AND HOT CORONAE OF HR 1099,2002
NORMAL STARS AND WD,MARC AUDARD,02200375,80.0,FLARE ACTIVITY AND CORONAL HEATING ON THE ACTIVE FLARE STARBINARY UV CETI,2002
NORMAL STARS AND WD,MICHAEL CORCORAN,02200383,100.0,THE NEARBY LOW METALLICITY STARBURST NGC~346: A HIGH REDSHIFTSTARBURST ANALOGUE,2002
NORMAL STARS AND WD,KATSUJI KOYAMA,02200420,100.0,X-RAY EMISSION FROM HIGH MASS PRE-MAIN-SEQUENCE STARS,2002
NORMAL STARS AND WD,SHIGEO YAMAUCHI,02200424,40.0,REVEALING THE MAGNETIC ACTIVITIES ON HERBIG AE/BE STARS,2002
NORMAL STARS AND WD,MANUEL GUEDEL,02200379,70.0,X-RAY SPECTROSCOPY OF THE SUN IN TIME: A STUDY OF CORONALPHYSICS OF SOLAR-TYPE STARS AT DIFFERENT AGES,2002
NORMAL STARS AND WD,RACHEL OSTEN,02200535,100.0,CORONAL DYNAMICS OF THE FLARE STAR EV LAC,2002
NORMAL STARS AND WD,STEVEN SAAR,02200558,50.0,WHEN THE DYNAMO SPUTTERS:THE CORONA OF A AN EXTREMELY INACTIVE(MAUNDER MINIMUM?) STAR,2002
NORMAL STARS AND WD,ALEXANDER BROWN,02200607,120.0,TIME-RESOLVED CORONAL SPECTROSCOPY OF THE SHORT-PERIOD ACTIVEBINARY ER VUL (G0 V + G5 V),2002
NORMAL STARS AND WD,NORBERT SCHULZ,02200620,80.0,HIGH RESOLUTION SPECTROSCOPY AND VARIABILITY OF THETRAPEZIUM-LIKE SYSTEM HD 206267 IN IC 1396,2002
NORMAL STARS AND WD,THOMAS AYRES,02200644,380.0,TORTURED CORONAE IN THE RAPID BRAKING ZONE,2002
NORMAL STARS AND WD,YOSHITOMO MAEDA,02200908,50.0,X-RAY PROBING OF THE BIRTH OF THE STAR,2002
NORMAL STARS AND WD,JEREMY DRAKE,02200912,80.0,HIGH RESOLUTION SPATIALLY RESOLVED SPECTRA OF THE X-RAYBRIGHTEST INTERMEDIATE ACTIVITY SYSTEM XI UMA AB,2002
NORMAL STARS AND WD,MYRON SMITH,02200688,54.0,HIGH RESOLUTION X-RAY SPECTROSCOPY OF GAMMA CASSIOPEIA,2002
NORMAL STARS AND WD,ANDREW POLLOCK,01208024,75.0,CAPTURING WR140 AT PERIASTRON WITH THE CHANDRA HETG,2002
WD BINARIES AND CV,PETER PREDEHL,02300040,50.0,NEAR-EDDINGTON ACCRETION IN THE BINARY SUPERSOFT X-RAY SOURCE RXJ0513.3-6951,2002
WD BINARIES AND CV,STEPHEN MURRAY,02300096,50.0,CV AND QLMXB LUMINOSITY FUNCTION IN THE EXTREME GLOBULAR M80,2002
WD BINARIES AND CV,JOCHEN GREINER,02300183,100.0,X-RAY SPECTROSCOPY OF THE BRIGHT SUPERSOFT SOURCES CAL 83 ANDCAL 87,2002
WD BINARIES AND CV,CHRISTOPHER MAUCHE,02300236,50.0,CHANDRA SOFT X-RAY SPECTROSCOPY AND TIMING OF THE DWARF NOVA SSCYGNI IN OUTBURST,2002
WD BINARIES AND CV,COEL HELLIER,02300245,100.0,IRON LINE BROADENING IN THE INTERMEDIATE POLAR AO PSC,2002
WD BINARIES AND CV,KOJI MUKAI,02300482,70.0,THE ORIGIN OF SOFT X-RAYS IN DQ HERCULIS,2002
WD BINARIES AND CV,FREDERIK PAERELS,02300495,100.0,A HIGH RESOLUTION SPECTROSCOPIC OBSERVATION OF CAL 83,2002
WD BINARIES AND CV,KOJI MUKAI,02300532,70.0,"CHANDRA HETG OBSERVATION OF V603 AQUILAE, A HIGH ACCRETION RATE,NON-MAGNETIC CATACLYSMIC VARIABLE",2002
WD BINARIES AND CV,SOLEN BALMAN,02300588,25.0,STUDYING THE OLD CLASSICAL NOVA SHELLS IN X-RAYS II : THE SHELLOF CLASSICAL NOVA PICTORIS 1925 (RR PIC),2002
WD BINARIES AND CV,PHIL CHARLES,02300626,30.0,THE X-RAY SOURCE POPULATION IN THE CORE OF M15,2002
WD BINARIES AND CV,PETER WHEATLEY,02300734,50.0,HIGH-RESOLUTION X-RAY SPECTROSCOPY OF THE SYMBIOTIC STAR CH CYG:\ ANY NEED FOR COLLIDING WINDS IN SYMBIOTICS?,2002
WD BINARIES AND CV,JOCHEN GREINER,02308048,2.0,THE RECURRENT NOVA CI AQL,2002
WD BINARIES AND CV,JOCHEN GREINER,02308052,20.0,THE RECURRENT NOVA CI AQL,2002
WD BINARIES AND CV,PETER WHEATLEY,02308054,60.0,WZ SGE IN OUTBURST TEN YEARS EARLY: I THE EUV EMISSION,2002
WD BINARIES AND CV,PETER WHEATLEY,02308055,35.0,WZ SGE IN OUTBURST TEN YEARS EARLY: II THE X-RAY EMISSION,2002
WD BINARIES AND CV,ERIK KUULKERS,02308056,25.0,FIRST X-RAY OBSERVATIONS DURING AN EXTREMELY RARE OUTBURST OF WZSGE,2002
BH AND NS BINARIES,CLAUDE CANIZARES,02400041,15.0,PHOTOIONIZED X-RAY EMISSION IN CYG X-2,2002
BH AND NS BINARIES,CLAUDE CANIZARES,02400042,50.0,HIGH RESOLUTION X-RAY SPECTROSCOPY OF X-RAY SPECTRA FROM THETRANSIENT X-RAY BURST SOURCE EXO 0748-676,2002
BH AND NS BINARIES,CLAUDE CANIZARES,02400051,25.0,THE ANOMALOUS X-RAY PULSAR 4U 0142+61,2002
BH AND NS BINARIES,CLAUDE CANIZARES,02400069,25.0,HIGH RESOLUTION X-RAY SPECTROSCOPY OF THE PRECESSING JET IN SS433 (PART III),2002
BH AND NS BINARIES,CLAUDE CANIZARES,02400070,25.0,HIGH RESOLUTION X-RAY SPECTROSCOPY OF THE PRECESSING JET IN SS433 (PART II),2002
BH AND NS BINARIES,STEPHEN MURRAY,02400090,20.0,ACCRETION DISK LINES AND CONTINUUM IN 4U 1820-30,2002
BH AND NS BINARIES,SAEQA VRTILEK,02400133,48.0,HIGH RESOLUTION UV/X-RAY SPECTROSCOPY OF SMC X-1,2002
BH AND NS BINARIES,WILLIAM BRANDT,02400153,24.0,PHASE RESOLVED SPECTROSCOPY OF THE X-RAY P-CYGNI PROFILES FROMCIRCINUS X-1,2002
BH AND NS BINARIES,DAVID SMITH,02400161,5.0,XTE J1739-302 IN QUIESCENCE,2002
BH AND NS BINARIES,TIMOTHY KALLMAN,02400179,80.0,HIGH RESOLUTION SPECTROSCOPY OF THE ADC SOURCE 2S0921-630,2002
BH AND NS BINARIES,WEI CUI,02400252,140.0,DOPPLER-SHIFTED EMISSION LINES FROM THE JETS OF 1E1740.7-2942?,2002
BH AND NS BINARIES,BENJAMIN STAPPERS,02400316,43.0,THE X-RAY EMISSION ASSOCIATED WITH THE BLACK WIDOW PULSARB1957+20,2002
BH AND NS BINARIES,PHILIP KAARET,02400382,50.0,SEARCHING FOR X-RAY PULSARS IN M31,2002
BH AND NS BINARIES,FRANK VERBUNT,02400455,25.0,X-RAY BURSTERS WITH LOW PERSISTENT X-RAY LUMINOSITIES,2002
BH AND NS BINARIES,WILLIAM HEINDL,02400398,10.0,A SEARCH FOR X-RAY JETS IN TWO MICRO-QUASARS,2002
BH AND NS BINARIES,MICHAEL GARCIA,02400492,15.0,DO QUIESCENT BLACK HOLE ACCRETION DISKS ACCRETE?,2002
BH AND NS BINARIES,SERGIO CAMPANA,02400498,5.0,CHANDRA OBSERVATIONS OF FAST SPINNING HARD TRANSIENTS INQUIESCENCE: PROBING THE SPECTRUM DEEP IN THE PROPELLER REGIME,2002
BH AND NS BINARIES,DUANE LIEDAHL,02400584,40.0,SPECTROSCOPY OF THE MICROQUASAR GRO J1655-40 DURING OUTBURST,2002
BH AND NS BINARIES,NATALE ROBBA,02400625,60.0,DETAILED STUDY OF THE IRON LINE AND LOW ENERGY FEATURES IN Z ANDATOLL SOURCES,2002
BH AND NS BINARIES,MICHAEL NOWAK,02400631,38.0,4U 2129+47: FROM ADIOS TO ADAF OR ISOLATED NEUTRON STAR?,2002
BH AND NS BINARIES,STEVEN KAHN,02400678,150.0,DYNAMICS OF THE IONIZED STELLAR WIND IN VELA X-1,2002
BH AND NS BINARIES,LARS BILDSTEN,02400714,42.0,TEMPORAL EVOLUTION OF TRANSIENT TYPE I BURSTERS IN QUIESCENCE,2002
BH AND NS BINARIES,CRAIG MARKWARDT,02400819,60.0,QUIESCENT AND LOW LUMINOSITY X-RAY BINARIES,2002
BH AND NS BINARIES,JULIA LEE,02400850,140.0,ACIS-HETG OBSERVATIONS OF MICROQUASAR XTE J1748-288,2002
BH AND NS BINARIES,NORBERT SCHULZ,02400903,30.0,HIGH RESOLUTION SPECTROSCOPY OF THE X-RAY BURSTER 4U 1636-53,2002
BH AND NS BINARIES,MASAAKI NAMIKI,02400911,60.0,MAPPING THE JETS OF SS 433,2002
BH AND NS BINARIES,PATRICK WOJDOWSKI,02400913,50.0,THE WIND AND ACCRETION DISK IN CEN X-3/V779 CEN,2002
BH AND NS BINARIES,RONALD REMILLARD,02400917,90.0,ACCRETION DISK STRUCTURE IN VARIOUS SPECTRAL STATES OF GRS1915+105,2002
BH AND NS BINARIES,DEEPTO CHAKRABARTY,02400927,5.0,WHERE IS OAO 1657-415?,2002
BH AND NS BINARIES,JON MILLER,02408033,30.0,"CHANDRA OBSERVATIONS OF CYGNUS X-1 IN A RARE, SUSTAINEDHIGH/SOFT STATE",2002
BH AND NS BINARIES,RUDY WIJNANDS,02408040,20.0,A CHANDRA OBSERVATION OF THE LONG-DURATION TRANSIENT AND NEUTRONSTAR LOW-MASS X-RAY BINARY KS 1731-260 IN QUIESCENCE,2002
BH AND NS BINARIES,WILLIAM HEINDL,02408042,40.0,HIGH RESOLUTION SPECTROSCOPY OF THE POSSIBLE JETS IN GRS1758-258,2002
BH AND NS BINARIES,JEAN IN 'T ZAND,02408061,2.5,LOCALIZATION AND IDENTIFICATION OF THE X-RAY TRANSIENT IN NGC6440,2002
BH AND NS BINARIES,WEI CUI,02408064,30.0,CYGNUS X-1 IN THE HIGH STATE,2002
" SN, SNR AND ISOLATED NS",GORDON GARMIRE,02500055,40.0,OBSERVATION OF MKR 231,2002
" SN, SNR AND ISOLATED NS",GORDON GARMIRE,02500067,51.0,NEAREST SNR,2002
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,02500074,55.0,G0.9+0.1 AND G74.9+1.2,2002
"SN, SNR AND ISOLATED NS",STEPHEN MURRAY,02500086,50.0,EXPANSION OF THE SNR CAS-A,2002
"SN, SNR AND ISOLATED NS",STEPHEN HOLT,02500117,40.0,ACIS OBSERVATION OF THE LMC SUPERNOVA REMNANT N23,2002
" SN, SNR AND ISOLATED NS",GORDON GARMIRE,02500119,21.0,OBSERVATION OF SNR RCW103,2002
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,02500120,35.0,OBSERVATION OF SNR N49B,2002
"SN, SNR AND ISOLATED NS",STEPHEN HOLT,02500044,68.0,ACIS OBSERVATION OF THE SUPERNOVA REMNANT 3C397,2002
"SN, SNR AND ISOLATED NS",STEPHEN HOLT,02500046,60.0,ACIS OBSERVATION OF THE SN AND SNR IN THE STARBURST GALAXYNGC6946,2002
" SN, SNR AND ISOLATED NS",GORDON GARMIRE,02500130,20.0,SN1987A MONITORING,2002
"SN, SNR AND ISOLATED NS",CLAUDE CANIZARES,02500132,190.0,HIGH RESOLUTION SPECTRA OF YOUNG SUPERNOVA REMNANTS,2002
"SN, SNR AND ISOLATED NS",SHRINIVAS KULKARNI,02500134,140.0,GAMMA-RAY BURSTS: DISCOVERING THE PROGENITORS AND UNDERSTANDINGTHE EXPLOSION,2002
"SN, SNR AND ISOLATED NS",JULES HALPERN,02500203,20.0,A POSSIBLE IDENTIFICATION FOR THE EGRET SOURCE 3EG J2227+6122,2002
"SN, SNR AND ISOLATED NS",UNA HWANG,02500306,45.0,EXPLORING SHOCK CONDITIONS IN THE PUPPIS A SNR,2002
"SN, SNR AND ISOLATED NS",LAWRENCE RUDNICK,02500308,50.0,CAS A: FIRST CLOSE-UP VIEWS OF HOT PLASMA EVOLUTION,2002
"SN, SNR AND ISOLATED NS",JOHN HUGHES,02500322,50.0,SEARCHING FOR THE PULSED X-RAY EMISSION FROM THE COMPACT REMNANTIN G292.0+1.8,2002
"SN, SNR AND ISOLATED NS",KEVIN HURLEY,02500326,30.0,THE PROPER MOTION OF THE SOFT GAMMA REPEATER SGR1900+14,2002
"SN, SNR AND ISOLATED NS",PATRICK SLANE,02500349,50.0,UNCOVERING THE YOUNG NEUTRON STAR IN G327.1-1.1,2002
"SN, SNR AND ISOLATED NS",CHRYSSA KOUVELIOTOU,02500350,50.0,PROBING THE GRB-SN CONNECTION WITH CHANDRA,2002
"SN, SNR AND ISOLATED NS",SHRINIVAS KULKARNI,02500396,60.0,THE X-RAY COUNTERPART OF 5 MARCH 1979,2002
"SN, SNR AND ISOLATED NS",ROBIN SHELTON,02500403,50.0,EXPLORING THE MYSTERIES OF MIXED MORPHOLOGY SUPERNOVA REMNANTS,2002
"SN, SNR AND ISOLATED NS",KNOX LONG,02500407,100.0,SN1006 AND THE PHYSICS OF SHOCKS II: DEVELOPMENT OF THERMALSHOCKS,2002
"SN, SNR AND ISOLATED NS",JACCO VINK,02500409,30.0,A STUDY OF LESSER KNOWN GALACTIC SUPERNOVA REMNANTS,2002
"SN, SNR AND ISOLATED NS",TERRANCE GAETZ,02500496,80.0,RESOLVING THE X-RAY STRUCTURE OF SHOCK-WAVE/ISM INTERACTIONS INTHE CYGNUS LOOP: PROBING RADIATIVE SHOCK PHYSICS,2002
"SN, SNR AND ISOLATED NS",GIAN LUCA ISRAEL,02500518,40.0,CHANDRA DETAILED SPATIAL STUDY OF THE ``ANOMALOUS'' XRAYPULSARS,2002
"SN, SNR AND ISOLATED NS",PAUL PLUCINSKY,02500527,60.0,THE SYNCHROTRON NEBULA IN MSH15-56,2002
"SN, SNR AND ISOLATED NS",DAVID HELFAND,02500559,50.0,SURVEYING THE AFTERMATH OF A STARQUAKE,2002
"SN, SNR AND ISOLATED NS",RICHARD MCCRAY,02500574,100.0,X-RAY IMAGING OF THE NEWBORN REMNANT OF SN1987A,2002
"SN, SNR AND ISOLATED NS",WALTER LEWIN,02500555,150.0,CONTINUING CHANDRA OBSERVATIONS OF THE X-RAY SUPERNOVAE SN1999EM AND SN 1998S,2002
"SN, SNR AND ISOLATED NS",ROBERT RUTLEDGE,02500659,8.0,SEARCH FOR THE BRIGHTEST ISOLATED NEUTRON STARS,2002
"SN, SNR AND ISOLATED NS",CHRYSSA KOUVELIOTOU,02500700,50.0,A STUDY OF THE SOFT GAMMA REPEATER SGR 1627-41 IN QUIESCENCE,2002
"SN, SNR AND ISOLATED NS",FREDERICK SEWARD,02500707,30.0,THE THERMAL COMPOSITE SNR KES 79,2002
"SN, SNR AND ISOLATED NS",FANGJUN LU,02500765,40.0,SNR G54.1+0.3: A SNR WITH AN X-RAY JET,2002
"SN, SNR AND ISOLATED NS",YVES GALLANT,02500775,85.0,HIGH-RESOLUTION SPECTRAL IMAGING OF THE PLERIONIC CORE OF CTB 80,2002
"SN, SNR AND ISOLATED NS",ROGER ROMANI,02500790,20.0,ACIS IMAGING OF SNR/GAMMA-RAY/YOUNG PULSAR ASSOCIATIONS,2002
"SN, SNR AND ISOLATED NS",GEORGE PAVLOV,02500795,20.0,VELA PULSAR: THE HUNT FOR POST-GLITCH EFFECTS,2002
"SN, SNR AND ISOLATED NS",STEPHEN REYNOLDS,02500834,100.0,HIGH RESOLUTION X-RAY IMAGING OF SNR 3C 396,2002
"SN, SNR AND ISOLATED NS",ZAVEN ARZOUMANIAN,02500841,20.0,SEARCHING FOR X-RAYS FROM THE NEWLY DISCOVERED YOUNG PULSARJ1740+1000,2002
"SN, SNR AND ISOLATED NS",KAZIMIERZ BORKOWSKI,02500872,160.0,MATURE SUPERNOVA REMNANTS IN THE LARGE MAGELLANIC CLOUD,2002
"SN, SNR AND ISOLATED NS",STEPHEN REYNOLDS,02500919,100.0,THERMAL AND NONTHERMAL X-RAY EMISSION IN SNR RCW 86,2002
"SN, SNR AND ISOLATED NS",JEFF HESTER,02500880,300.0,COORDINATED CHANDRA/HST OBSERVATIONS OF THE CRAB NEBULA,2002
"SN, SNR AND ISOLATED NS",HAKKI OGELMAN,02500773,50.0,LET US EXAMINE SOME NEW ISOLATED NEUTRON STARS WITH CHANDRA,2002
"SN, SNR AND ISOLATED NS",GEORGE RICKER,02500821,60.0,"LOCALIZATION OF ""OPTICALLY-DARK"" GAMMA-RAY BURSTS BY CHANDRA ANDHST",2002
"SN, SNR AND ISOLATED NS",LUIGI PIRO,02508037,30.0,"CHANDRA OBSERVATION OF THE X-RAY AFTERGLOW OF GRB010222, THEBRIGHTEST GRB OBSERVED BY BEPPOSAX",2002
"SN, SNR AND ISOLATED NS",CHRYSSA KOUVELIOTOU,02508045,30.0,TOO OBSERVATIONS OF SGR 1900+14 IN AN ACTIVE STATE,2002
"SN, SNR AND ISOLATED NS",SHRINIVAS KULKARNI,02508046,20.0,IMMEDIATE POST-GIANT FLARE OBSERVATIONS OF SGR 1900+14,2002
"SN, SNR AND ISOLATED NS",HARVEY TANANBAUM,02508062,450.0,ARCHIVAL RESEARCH FOR ISOLATED NEUTRON STAR RXJ185635-3754,2002
"SN, SNR AND ISOLATED NS",SHRINIVAS KULKARNI,03500538,50.0,A CHANDRA SURVEY FOR COMPACT OBJECTS IN SUPERNOVA REMNANTS,2002
"SN, SNR AND ISOLATED NS",LUIGI STELLA,03500604,60.0,SEARCHING FOR PROTON CYCLOTRON FEATURES IN TWO MAGNETARCANDIDATES,2002
"SN, SNR AND ISOLATED NS",GEORGE PAVLOV,03500622,160.0,THE DYNAMICAL PULSAR-WIND NEBULA IN THE VELA SNR,2002
"SN, SNR AND ISOLATED NS",TERRANCE GAETZ,03500712,120.0,BALMER-DOMINATED SHOCKS IN THE CYGNUS LOOP: PROBINGCOLLISIONLESS SHOCK PHYSICS,2002
"SN, SNR AND ISOLATED NS",GEORGE RICKER,03500721,60.0,"LOCALIZATION OF ""OPTICALLY-DARK"" GAMMA-RAY BURSTS BY CHANDRA ANDHST",2002
"SN, SNR AND ISOLATED NS",FREDERIK PAERELS,03500727,60.0,SOFT X-RAY SPECTROSCOPY OF A GAMMA-RAY BURST AFTERGLOW WITHCHANDRA,2002
"SN, SNR AND ISOLATED NS",YASUNOBU UCHIYAMA,03500728,30.0,FINE FLUOROSCOPY ON MOLECULAR CLUMPS OVERTAKEN BY SUPERNOVABLAST WAVE,2002
"SN, SNR AND ISOLATED NS",JEONGHEE RHO,03500756,90.0,RICH X-RAY STRUCTURES OF MIXED-MORPHOLOGY SNR W28 IN HARD ANDSOFT EMISSION,2002
"SN, SNR AND ISOLATED NS",ROSA WILLIAMS,03500759,52.4,THE TWO SHELLS OF DEM L 316,2002
"SN, SNR AND ISOLATED NS",SACHIKO TSURUTA,03500783,40.0,SPATIAL AND SPECTRAL STUDIES OF X-RAYS FROM PSR B1823-13 AND ITSCOMPACT NEBULA,2002
"SN, SNR AND ISOLATED NS",DAVID BURROWS,03500831,100.0,"THE RAPIDLY EVOLVING YOUNG SUPERNOVA REMNANT, SNR1987A",2002
"SN, SNR AND ISOLATED NS",SAMAR SAFI-HARB,03500856,60.0,USING CHANDRA TO UNVEIL THE NATURE OF AN INTRIGUINGPULSAR-SUPERNOVA REMNANT SYSTEM: PSR J1119-6127 AND G292.2-0.5,2002
"SN, SNR AND ISOLATED NS",BRYAN GAENSLER,03500270,35.0,BUILDING A BETTER MOUSE-TRAP: X-RAY IMAGING OF G359.23-0.92,2002
"SN, SNR AND ISOLATED NS",DEREK FOX,03508073,20.0,CHANDRA IDENTIFICATION OF THE X-RAY COUNTERPART OF GRB020127,2002
"SN, SNR AND ISOLATED NS",ERIC SCHLEGEL,03508074,75.0,AN EARLY OBSERVATION OF A NEARBY SUPERNOVA,2002
"SN, SNR AND ISOLATED NS",GEORGE RICKER,03508075,15.0,"LOCALIZATION OF ""OPTICALLY-DARK"" GAMMA-RAY BURSTS BY CHANDRA",2002
"SN, SNR AND ISOLATED NS",PETER WOODS,03508080,3.0,TOO OBSERVATIONS OF SGR 1900+14 IN AN UNUSUAL ACTIVE STATE,2002
"SN, SNR AND ISOLATED NS",DEREK FOX,03508087,20.0,CHANDRA ARCSECOND LOCALIZATION OF THE DARK BURST GRB020321,2002
"SN, SNR AND ISOLATED NS",ERIC SCHLEGEL,03508095,75.0,SN2001IG: DETECTING A MASS LOSS PHASE?,2002
"SN, SNR AND ISOLATED NS",DEREK FOX,03508096,30.0,CHANDRA ARCSECOND LOCALIZATION OF THE X-RAY FLASH XRF020427,2002
"SN, SNR AND ISOLATED NS",GEORGE RICKER,03508118,80.0,GRATING OBSERVATION OF GRB020813,2002
"SN, SNR AND ISOLATED NS",FIONA HARRISON,03508125,80.0,SPECTROSCOPIC OBSERVATIONS OF THE BRIGHT AFTERGLOW OF GRB021004,2002
"SN, SNR AND ISOLATED NS",WALTER LEWIN,03508128,30.0,PROMPT CHANDRA OBSERVATION OF THE TYPE II SN 2002HH,2002
"SN, SNR AND ISOLATED NS",WALTER LEWIN,03508129,10.0,PROMPT CHANDRA OBSERVATION OF THE TYPE IIN SN 2002HI,2002
"SN, SNR AND ISOLATED NS",MASAO SAKO,03508130,30.0,THE DECAYING X-RAY AFTERGLOW OF GRB021004,2002
NORMAL GALAXIES,PETER PREDEHL,02600035,4.0,THE GIANT-OUTBURST SOURCE RXJ1242-1119: IDENTIFICATION OF THECOUNTERPART,2002
NORMAL GALAXIES,CLAUDE CANIZARES,02600037,95.0,HETG OBSERVATIONS OF THE CENTRAL CLUSTER ELLIPTICAL NGC4696,2002
 NORMAL GALAXIES,GORDON GARMIRE,02600049,50.0,CHANDRA IMAGING OF SGR A* AND THE GALACTIC CENTER,2002
 NORMAL GALAXIES,GORDON GARMIRE,02600050,75.0,OBSERVE DISTAND X-RAY CLUSTER AC114,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600082,20.0,CHANDRA OBSERVATIONS OF THE ELLIPTICAL GALAXY NGC3923,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600091,5.0,CHANDRA OBSERVATIONS OF THE EXTRANUCLEAR SOURCE IN UGC 4305,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600093,10.0,HRC MONITORING OF M31,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600094,50.0,M31 NUCLEAR REGION,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600095,15.0,INVESTIGATING THE CENTRAL ENGINES OF LINER 2S,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600098,20.0,SUPER-LUMINOUS X-RAY SOURCES IN NEARBY GALAXIES NGC4485/4490,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600101,30.0,MONITORING THE M31 NUCLEAR REGION,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600103,20.0,CHANDRA OBSERVATIONS OF THE ELLIPTICAL GALAXY NGC4594,2002
NORMAL GALAXIES,STEPHEN MURRAY,02600102,30.0,CHANDRA OBSERVATIONS OF THE ELLIPTICAL GALAXY NGC3379,2002
NORMAL GALAXIES,MASSIMO CAPPI,02600189,40.0,"THE ""EFFERVESCENT"" SPIRAL GALAXY NGC2403",2002
NORMAL GALAXIES,CRAIG SARAZIN,02600197,84.0,RESOLVING THE X-RAY BINARY POPULATION IN EARLY-TYPE GALAXIES,2002
NORMAL GALAXIES,ROBERT O'CONNELL,02600233,75.0,"A DEEP SURVEY OF X-RAY SOURCES IN M32, THE NEAREST ELLIPTICALGALAXY",2002
NORMAL GALAXIES,GINEVRA TRINCHIERI,02600271,30.0,THE SHOCK IN IC1262,2002
NORMAL GALAXIES,ANNA WOLTER,02600302,80.0,THE CARTWHEEL'S RING,2002
NORMAL GALAXIES,DAVID DAVIS,02600242,30.0,THE HALOS OF POST-MERGER ELLIPTICALS,2002
