"","Proposal Number","Category","PI Name","Type","Time (ks)","Title"
"","15610544","NORMAL GALAXIES: DIFFUSE EMISSION","Akos Bogdan","GO","90","Hot X-ray Coronae: A Unique Probe of Galaxy Formation Models"
"","15610450","NORMAL GALAXIES: DIFFUSE EMISSION","Joel Bregman","GO","120","The Missing Baryons Around Early-Type Galaxies"
"","15610373","NORMAL GALAXIES: DIFFUSE EMISSION","Stephen Walker","GO","100","Detecting the hot gaseous halo around an extremely massive and relativistic jet launching spiral galaxy"
"","15500895","SN, SNR AND ISOLATED NS","Andrew Fruchter","TOO","120","The Astrophysics of the Most Energetic Gamma-Ray Bursts"
"","15500874","SN, SNR AND ISOLATED NS","Lucia Pavan","GO","250","DEEP STUDY OF THE 20PC-LONG PRECESSING JET IN IGR J11014-6103"
"","15500831","SN, SNR AND ISOLATED NS","Alicia Soderberg","TOO","20","The Energetics and Environments of Type Ibc Supernovae"
"","15500763","SN, SNR AND ISOLATED NS","Kazimierz Borkowski","GO","150","Dynamics of the Remnant of Kepler's Type Ia Supernova"
"","15500737","SN, SNR AND ISOLATED NS","Alak Ray","TOO","160","State of the shocked plasma: X-ray and radio signatures from type IIP supernovae"
"","15500730","SN, SNR AND ISOLATED NS","Vikram Dwarkadas","GO","30","REVISITING TWO OF THE BRIGHTEST TYPE IINS: HOW THE MIGHTY ARE FALLING - AND PERHAPS RISING AGAIN"
"","15500621","SN, SNR AND ISOLATED NS","Brian Williams","GO","150","Dynamics of a Type Ia SNR: Proper Motions in Tycho"
"","15500616","SN, SNR AND ISOLATED NS","Judith Racusin","TOO","120","Constraining the Energetics of Fermi-LAT GRBs with Chandra"
"","15500612","SN, SNR AND ISOLATED NS","Victoria Kaspi","GO","90","What is the Magnetic Field of Magnetar Swift J1822.3-1606?"
"","15500590","SN, SNR AND ISOLATED NS","Eleonora Troja","TOO","120","The collimation and energetics of short gamma-ray bursts"
"","15500577","SN, SNR AND ISOLATED NS","Eric Gotthelf","GO","63","Where Have All The Central Compact Objects Gone?"
"","15500573","SN, SNR AND ISOLATED NS","Patrick Slane","GO","30","Following the Temperature of a Neutron Star"
"","15500567","SN, SNR AND ISOLATED NS","Andrea De Luca","GO","100","DEEP CHANDRA IMAGING OF THE GAMMA-RAY ONLY PULSAR PSR J1135-6055 AND ITS BENT JETS"
"","15500437","SN, SNR AND ISOLATED NS","Nanda Rea","TOO","1955","PROMPT STUDY OF MAGNETAR OUTBURSTS WITH CHANDRA"
"","15500430","SN, SNR AND ISOLATED NS","Takanori Sakamoto","TOO","40","Identification of the Host Galaxy of Swift Short GRBs by the Chandra Sub-arcsecond Position"
"","15500421","SN, SNR AND ISOLATED NS","Federico Bernardini","GO","40","Unveiling the nature of cyclical behavior in the period evolution of the Anomalous X ray Pulsar XTE J1810-197"
"","15500376","SN, SNR AND ISOLATED NS","Poonam Chandra","GO","40","The remarkable X-ray evolution of SN 2010jl"
"","15500363","SN, SNR AND ISOLATED NS","Victoria Kaspi","TOO","1785","Target-of-Opportunity Chandra Observations of Glitching High-B Radio Pulsars: Searching for Magnetar Metamorphoses"
"","15500322","SN, SNR AND ISOLATED NS","Eran Ofek","TOO","60","Testing the shock interaction hypothesis for hydrogen-poor super luminoius supernova"
"","15500319","SN, SNR AND ISOLATED NS","Poonam Chandra","TOO","80","Tracing the X-ray emission from Type IIn supernovae"
"","15500269","SN, SNR AND ISOLATED NS","THOMAS MACCARONE","GO","30","SN 2012hn: a tidal detonation event?"
"","15500264","SN, SNR AND ISOLATED NS","THOMAS MACCARONE","TOO","40","Calcium rich transients: tidal detonations of white dwarfs?"
"","15500198","SN, SNR AND ISOLATED NS","Martin Weisskopf","GO","120","Joint Chandra and HST Monitoring and Studies of the Crab Nebula"
"","15500190","SN, SNR AND ISOLATED NS","Martin Weisskopf","TOO","70","Pre-Planned Target of Opportunity (ToO) Observations of the Crab Nebula upon the Occurrence of the Next Gamma-Ray Flare"
"","15500176","SN, SNR AND ISOLATED NS","Andrea Tiengo","TOO","70","Measuring magnetar distance from the dust echo of a bright burst"
"","15500155","SN, SNR AND ISOLATED NS","David Burrows","GO","150","CHANDRA CYCLE 15 SPATIAL AND SPECTRAL MONITORING OF SN 1987A"
"","15500152","SN, SNR AND ISOLATED NS","Fong Wen-fai","TOO","60","Measuring the Explosion Geometry of Short GRBs: Implications for Energetics and Rates"
"","15500090","SN, SNR AND ISOLATED NS","Jules Halpern","GO","99","A Fifteen-Year Ephemeris for the CCO Pulsar in Puppis A"
"","15500072","SN, SNR AND ISOLATED NS","Jules Halpern","GO","30","Measuring the Proper Motion of the Quiet Pulsar Calvera"
"","15400896","BH AND NS BINARIES","Claude Canizares","GTO/TOO","150","High-resolution X-ray spectroscopy of the X-ray burster and 11 Hz pulsar IGR J17480-2446"
"","15400876","BH AND NS BINARIES","Sean Farrell","GO","40","Resolving a New Hyper-luminous X-ray Source in NGC 1511"
"","15400871","BH AND NS BINARIES","James Steiner","GO","150","Confronting IC 10 X-1: Does the Most Massive Stellar Black Hole Also Have the Most Extreme Spin?"
"","15400870","BH AND NS BINARIES","Deepto Chakrabarty","TOO","150","Narrow Lines from a Slowly Rotating Neutron Star"
"","15400867","BH AND NS BINARIES","Sebastian Heinz","TOO","180","Turning Down the Noise on Circinus X-1: A Deep Look at the Jets, Shocks, and Lobes at Low Background"
"","15400856","BH AND NS BINARIES","Jeroen Homan","GO","115","The cooling neutron star in the super-Eddington accretor XTE J1701-462"
"","15400714","BH AND NS BINARIES","Robert Hynes","GO","25","Confirmation of the Symbiotic Nature of CXOGBS J173620.2-293338"
"","15400528","BH AND NS BINARIES","RICHARD PLOTKIN","TOO","135","Following a black hole X-ray transient as it transitions to quiescence"
"","15400524","BH AND NS BINARIES","Jean in 't Zand","TOO","100","Search for absorption edges in superexpansion bursts"
"","15400517","BH AND NS BINARIES","John Tomsick","GO","50","The Nature of INTEGRAL Sources in the Galactic Plane"
"","15400475","BH AND NS BINARIES","Lidia Oskinova","TOO","120","Chandra's study of the slow pulsar SXP1062 associated with a young SNR in the SMC"
"","15400471","BH AND NS BINARIES","Marianne Heida","GO","60","CXOU J122518.6+144545: Type IIn supernova or hyperluminous X-ray source?"
"","15400459","BH AND NS BINARIES","RICHARD PLOTKIN","GO","26","A mutiwavelength probe of black hole accretion flows in quiescence"
"","15400412","BH AND NS BINARIES","Edward Cackett","LP","300","A Definitive Test of Relativistic Disk Lines in Neutron Stars"
"","15400408","BH AND NS BINARIES","Herman Marshall","GO","150","SS 433 Jet Formation"
"","15400346","BH AND NS BINARIES","Pablo Reig","TOO","450","X-ray pulsars at very low mass accretion rates"
"","15400330","BH AND NS BINARIES","Peter Jonker","GO","13","Does Holmberg II X-1 harbor an intermediate-mass black hole?"
"","15400317","BH AND NS BINARIES","Stephane CORBEL","TOO","150","X-Ray Jets in Microquasars"
"","15400315","BH AND NS BINARIES","Isabelle GRENIER","TOO","30","ToO observation of a bright Galactic transient discovered by Fermi and Swift"
"","15400308","BH AND NS BINARIES","Deepto Chakrabarty","GO","130","LETGS Spectroscopy of the Ultracompact Binary 4U 1626-67"
"","15400302","BH AND NS BINARIES","David Pooley","TOO","45","Transient LMXBs in Globular Clusters"
"","15400298","BH AND NS BINARIES","Laura Chomiuk","GO","87","A Black Hole in the Galactic Globular Cluster M62"
"","15400260","BH AND NS BINARIES","THOMAS MACCARONE","GO","150","Searching for a Metallicity Effect in Field X-ray Binaries"
"","15400249","BH AND NS BINARIES","Maria Diaz Trigo","TOO","100","A study of the relativistic jet of 4U 1630-47"
"","15400240","BH AND NS BINARIES","Deepto Chakrabarty","TOO","4","Precise Localization of Transient Low-Mass X-ray Binaries"
"","15400216","BH AND NS BINARIES","Nathalie Degenaar","GO","105","Observing a cooling neutron star crust in Terzan 5"
"","15400162","BH AND NS BINARIES","Jon Miller","GO","100","Chandra Spectroscopy of a Remarkable Neutron Star"
"","15400135","BH AND NS BINARIES","Slavko Bogdanov","GO","200","A DEEP SUBARRAY EXPOSURE OF X7 IN 47 TUC: TOWARDS CONSTRAINING NEUTRON STAR STRUCTURE"
"","15400089","BH AND NS BINARIES","Katja Pottschmidt","TOO","24","Filling the gap in understanding the wind structure of HDE 226868 /Cyg X-1"
"","15400074","BH AND NS BINARIES","Ada Paizis","TOO","40","INVESTIGATING NEW INTEGRAL SOURCES WITH Chandra"
"","15300872","WD BINARIES AND CV","Thomas Nelson","TOO","100","Probing mass ejection in novae with high resolution X-ray spectroscopy"
"","15300811","WD BINARIES AND CV","Dai Takei","GO","100","X-ray Diagnostics of Evolving Nova Remnant in GK Per"
"","15300607","WD BINARIES AND CV","Dai Takei","GO","8","Spatial Diagnostics of Potential X-ray Remnants in Old Novae T Aur and DK Lac"
"","15300552","WD BINARIES AND CV","Sumner Starrfield","TOO","85","A Fermi/LAT Trigger of Grating Observations of One Bright Nova in Outburst"
"","15300487","WD BINARIES AND CV","Rodolfo Montez","GO","60","Probing Shocks of the Young Planetary Nebula NGC 7027"
"","15300309","WD BINARIES AND CV","David Pooley","GO","50","Determining the Nature of an 18-minute UV source in NGC 1851"
"","15200684","STARS AND WD","Vinay Kashyap","GO","25","X-Raying the Scorpion's Heart"
"","15200662","STARS AND WD","Kenji Hamaguchi","GO","160","Probing the wind/radiative interactions with the circumstellar material at Periastron Passage of Eta Carinae"
"","15200608","STARS AND WD","Veronique Petit","GO","125","Testing the wind-shock paradigm for B-type star X-ray production with theta Carinae (B0.2V)"
"","15200579","STARS AND WD","Scott Wolk","GO","30","A Snapshot Survey of the Most Active Hot Jupiter Systems."
"","15200565","STARS AND WD","Nancy Brickhouse","LP","600","Accretion-Driven Physics on the Young Star BP Tauri"
"","15200550","STARS AND WD","Carl Melis","GO","25","X-ray Emission from a Radio-Loud Hyperactive L Dwarf"
"","15200539","STARS AND WD","Alexander Brown","GO","80","Measuring the X-ray Emission Impacting the Planets Orbiting Nearby Low-mass Stars"
"","15200523","STARS AND WD","Michael Kuhn","GO","40","Investigating Star-Formation in the Filaments and Bubble of IC 5146"
"","15200514","STARS AND WD","Stephen Skinner","GO","120","Coronal and Shock Emission in the Accreting T Tauri Star RY Tau"
"","15200512","STARS AND WD","Katja Poppenhaeger","GO","141","Do exoplanets spin up their host stars?"
"","15200476","STARS AND WD","Raghvendra Sahai","GO","40","INVESTIGATING BINARITY AND ACTIVE ACCRETION IN A NEW CLASS OF AGB STARS WITH FUV EXCESSES"
"","15200448","STARS AND WD","Hans Guenther","GO","10","Can X-rays clear a circumstellar disk in 2 years?"
"","15200435","STARS AND WD","Michael Salz","GO","60","X-ray irradiation of planets with atmospheres amenable to comprehensive follow-up"
"","15200426","STARS AND WD","Norbert Schulz","GO","135","Wind Properties in a Very Young Pup"
"","15200353","STARS AND WD","Beate Stelzer","GO","50","X-rays from the most nearby brown dwarf, WISE1049-5319"
"","15200333","STARS AND WD","Jose Torrejon","GO","80","The eye of the hurricane. Exploring the innermost wind region of the massive star QV Nor."
"","15200307","STARS AND WD","David Pooley","TOO","50","Catching an FUor in the Act: Chandra ToO Observations of Extreme Accretion onto Young Stars"
"","15200243","STARS AND WD","Paul Green","GO","16.1","Rejuvenation of the Innocent Bystander: Testing Spin-Up in Dwarf Carbon Stars"
"","15200163","STARS AND WD","Peter Beiersdorfer","GO","95","High-Resolution Observations of Procyon's Fe L-shell Soft X-ray Emission"
"","15200114","STARS AND WD","Jon Mauerhan","GO","12","CHANDRA X-RAY OBSERVATIONS OF THE ETA CAR ANALOG NAST1 (WR 122): IS IT A COLLIDING-WIND BINARY?"
"","15100843","SOLAR SYSTEM","Ralph McNutt, Jr.","GO","35","Chandra Observations of Pluto's Escaping Atmosphere in Support of the New Horizons Mission"
"","15100583","SOLAR SYSTEM","Carey Lisse","GO","86","Plumbing the Heights of the Solar Wind With Comet ISON"
"","15100276","SOLAR SYSTEM","Ralph Kraft","GO","160","Plasma in the Jovian magnetosphere: An X-ray and EUV study of the aurora and the Io plasma torus"
"","Proposal Number","Category","PI Name","Type","Time (ks)","Title"
