Category,PI Name,Proposal Number,Time,Title,Year
NORMAL STARS AND WD,JEAN DUPUIS,01200585,40.0,LETG OBSERVATION OF THE HOT WHITE DWARF GD 246,2001
NORMAL STARS AND WD,JEFFREY LINSKY,01200256,39.4,A COMPREHENSIVE INVESTIGATION OF X-RAY EMISSION FROMINTERMEDIATE MASS STARS,2001
NORMAL STARS AND WD,STEPHEN SKINNER,01200603,65.0,X-RAY EMISSION FROM WOLF-RAYET STARS: THE COLLIDING WIND SHOCKSYSTEM GAMMA VELORUM,2001
NORMAL STARS AND WD,YOU-HUA CHU,01200619,100.0,SHOCKED STELLAR WINDS IN PLANETARY NEBULAE,2001
NORMAL STARS AND WD,MICHAEL CORCORAN,01200684,100.0,"RESOLVING THE X-RAY SPECTRUM OF THE EXTREMELY MASSIVE,SUPERLUMINOUS STAR ETA CARINAE WITH AXAF",2001
NORMAL STARS AND WD,MICHAEL CORCORAN,01200687,50.0,X-RAY PROPERTIES OF VERY MASSIVE STARS WITH VERYDIFFERENTMETALLICITIES:THE ``STARBURSTS'' NGC 3603 AND NGC 346,2001
NORMAL STARS AND WD,KATSUJI KOYAMA,01200704,100.0,HARD X-RAY SEARCH FROM CLASS 0 PROTOSTARS,2001
NORMAL STARS AND WD,KATSUJI KOYAMA,01200705,100.0,RESOLVING EMBEDDED X-RAY OBJECTS IN RHO OPH CLOUD CORE,2001
NORMAL STARS AND WD,ALEXANDER BROWN,01200720,100.0,CORONAL SPECTROSCOPY OF THE F0 SUPERGIANT CANOPUS: PROPERTIES OFINTERMEDIATE MASS STAR CORONAE AFTER THE HE FLASH,2001
NORMAL STARS AND WD,MARC GAGNE,01200767,100.0,ACIS IMAGING SPECTROSCOPY OF THE RHO OPHIUCHUS A CLOUD,2001
NORMAL STARS AND WD,DAVID COHEN,01200878,80.0,ARE B STAR X-RAY SOURCES WIND-CORONAL HYBRIDS?,2001
NORMAL STARS AND WD,JOSEPH CASSINELLI,01200893,125.0,HIGH-RESOLUTION SPECTRAL DIAGNOSTICS OF O-STAR X-RAY SOURCES,2001
NORMAL STARS AND WD,JEFFREY LINSKY,01200951,92.0,COORDINATED AXAF AND HST SPECTROSCOPY OF FLARES ON PROXIMACENTAURI,2001
NORMAL STARS AND WD,ERIC FEIGELSON,01200957,50.0,ACIS STUDY OF THE PERSEUS STAR FORMING CLOUD,2001
NORMAL STARS AND WD,PETER PREDEHL,01200018,80.0,OBSERVATIONS WITH LETGS OF THE ECLIPSING BINARY ALGOL,2001
NORMAL STARS AND WD,CLAUDE CANIZARES,01200028,73.0,STELLAR CORONAL SPECTROSCOPY OF STAR-FORMING REGIONS: ORION,2001
NORMAL STARS AND WD,CLAUDE CANIZARES,01200029,201.0,STELLAR CORONAL SPECTROSCOPY OF COOL STARS,2001
NORMAL STARS AND WD,JEFFREY LINSKY,01200031,60.0,DEEP ACIS IMAGING OF THE CORE OF THE PLEAIDES CLUSTER,2001
NORMAL STARS AND WD,JEFFREY LINSKY,01200032,145.0,AXAF GRATING SPECTROSCOPY OF ACTIVE BINARIES,2001
NORMAL STARS AND WD,JEFFREY LINSKY,01200034,120.0,AXAF GRATING SPECTROSCOPY OF ACTIVE SINGLE STARS,2001
NORMAL STARS AND WD,GORDON GARMIRE,01200039,13.74,YOUNG STARS IN THE ORION TRAPEZIUM CLUSTER,2001
NORMAL STARS AND WD,GORDON GARMIRE,01200043,20.0,X-RAYS FROM THE YOUNGEST STARS IN THE CORONA AUSTRALIS CLOUD,2001
NORMAL STARS AND WD,GORDON GARMIRE,01200050,22.0,YOUNG STARS AND OUTFLOWS IN LYNDS 1641,2001
NORMAL STARS AND WD,GORDON GARMIRE,01200051,30.0,ACIS OBSERVATION OF 30 DORADUS,2001
NORMAL STARS AND WD,STEPHEN MURRAY,01200059,40.0,EMISSION FROM LATE-TYPE STARS,2001
NORMAL STARS AND WD,STEPHEN MURRAY,01200060,25.0,EMISSION FROM EARLY-TYPE STARS,2001
NORMAL STARS AND WD,STEPHEN MURRAY,01200061,218.0,STAR FORMING REGIONS AND YOUNG CLUSTERS,2001
 NORMAL STARS AND WD,PETER PREDEHL,01200126,58.0,OBSERVATIONS OF STELLAR CORONAE WITH LETGS,2001
 NORMAL STARS AND WD,ALBERT BRINKMAN,01200128,80.0,OBSERVATIONS OF STELLAR CORONAE WITH LETGS,2001
NORMAL STARS AND WD,STEPHEN MURRAY,01200142,25.0,HIGH RESOLUTION SPECTROSCOPY OF WHITE DWARFS,2001
WD BINARIES AND CV,Andre Van Teeseling,01300181,40.0,THE NATURE OF THE SUPERSOFT X-RAY SOURCE RXJ0439.8-6809,2001
WD BINARIES AND CV,Hendrik Hartmann,01300218,60.0,ESTABLISHING THE TRUE NATURE OF RX J0925.7-4758 WITH AXAF,2001
WD BINARIES AND CV,KLAUS REINSCH,01300301,24.0,THE TEMPERATURE STRUCTURE IN THE ACCRETION REGION OF AM HERCULIS,2001
WD BINARIES AND CV,PETER WHEATLEY,01300474,50.0,HIGH-RESOLUTION X-RAY SPECTROSCOPY OF SS CYGNI IN QUIESCENCE,2001
WD BINARIES AND CV,PAULA SZKODY,01300514,100.0,A STUDY OF THE CLASSIC BOUNDARY LAYER IN U GEM AT QUIESCENCE,2001
WD BINARIES AND CV,CHRISTOPHER MAUCHE,01300579,100.0,BROAD-BAND HIGH RESOLUTION SPECTROSCOPY OF SS CYGNI IN OUTBURST,2001
WD BINARIES AND CV,KOJI MUKAI,01300628,50.0,HETG SPECTROSCOPY OF BRIGHT INTERMEDAITE POLARS,2001
WD BINARIES AND CV,SOLEN BALMAN,01300669,100.0,STUDYING THE OLD NOVA SHELL OF GK PERSEI IN X-RAYS,2001
WD BINARIES AND CV,EDWIN KELLOGG,01300820,26.0,THE X-RAY SPATIAL AND SPECTRAL STRUCTURE OF R AQUARII,2001
WD BINARIES AND CV,SUMNER STARRFIELD,01300860,100.0,MULTIWAVELENGTH TOO OBSERVATIONS OF BRIGHT NOVAE IN OUTBURST,2001
WD BINARIES AND CV,Adrienne Cool,01300889,25.0,X-RAY CONSTRAINTS ON THE BINARY STAR POPULATIONS IN OMEGACENTAURI,2001
WD BINARIES AND CV,JONATHAN GRINDLAY,01300897,50.0,"X-RAYING COMPACT BINARIES IN THE EXTREME GLOBULAR CLUSTER,TERZAN 5",2001
WD BINARIES AND CV,PETER PREDEHL,01300004,50.0,OBSERVATIONS OF SUPER SOFT X-RAY SOURCES WITH LETGS,2001
WD BINARIES AND CV,PETER PREDEHL,01300005,50.0,X-RAY SPECTROSCOPY OF THE SOFT INTERMEDIATE POLAR RE0751+14,2001
WD BINARIES AND CV,ALBERT BRINKMAN,01300009,50.0,OBSERVATIONS OF SUPER SOFT X-RAY SOURCES WITH LETGS,2001
WD BINARIES AND CV,STEPHEN MURRAY,01300075,74.0,DIFFUSE X-RAY EMISSION IN GLOBULARS: HOT GAS VS. NON-THERMALEMISSION IN 47 TUC,2001
WD BINARIES AND CV,STEPHEN MURRAY,01300129,49.0,NATURE AND ORIGIN OF CATACLYSMIC VARIABLES AND DIM X-RAY SOURCESIN GLOBULAR CLUSTERS,2001
WD BINARIES AND CV,STEPHEN MURRAY,01300130,143.2,SUPER-SOFT X-RAY SOURCES,2001
WD BINARIES AND CV,ROSANNE DI STEFANO,01308004,5.0,BZ CAM - A TRANSIENT SUPERSOFT X-RAY SOURCE?,2001
WD BINARIES AND CV,ROSANNE DI STEFANO,01308010,5.0,BZ CAM - A TRANSIENT SUPERSOFT X-RAY SOURCE?,2001
WD BINARIES AND CV,STEVE HOWELL,01308011,60.0,CHANDRA HETG SPECTROSCOPY OF EX HYDRAE,2001
WD BINARIES AND CV,PHIL CHARLES,01308030,20.0,THE NATURE OF CLASSICAL SYMBIOTIC OUTBURSTS,2001
BH AND NS BINARIES,Lucien Kuiper,01400221,150.0,THE BINARY MS-PULSAR PSR J0218+4232 AND ITS PROBABLE SYNCHROTRONNEBULA,2001
BH AND NS BINARIES,BRAM BOROSON,01400342,40.0,SPECTRAL VARIABILITY IN A SUPERGIANT X-RAY BINARY,2001
BH AND NS BINARIES,ROBERT FENDER,01400425,1760.7,AN X-RAY IMAGING SURVEY OF JETS FROM X-RAY BINARIES : ENERGETICSOF OUTFLOWS FROM NEUTRON STARS AND BLACK HOLES,2001
BH AND NS BINARIES,JULIA LEE,01400453,30.0,ACIS-HETG OBSERVATIONS OF GRS1915+105: A MICRO BAL-QUASAR ?,2001
BH AND NS BINARIES,MICHIEL VAN DER KLIS,01400467,1775.7,THE FAINTEST 'FIELD' LOW-MASS X-RAY BINARIES,2001
BH AND NS BINARIES,STEVEN KAHN,01400227,40.0,HIGH RESOLUTION SPECTROSCOPY OF THE ACCRETION DISK CORONA SOURCE4U 1822-37,2001
BH AND NS BINARIES,Bruce Margon,01400560,35.1,"THE LUMINOUS BURSTING X-RAY SOURCES IN GLOBULAR CLUSTER CORES:LOCATION, LOCATION, AND LOCATION",2001
BH AND NS BINARIES,NICHOLAS WHITE,01400360,20.0,SOFT X-RAY DIAGNOSTICS OF A POSSIBLE ADC IN X2127+119,2001
BH AND NS BINARIES,JEFFREY MCCLINTOCK,01400607,30.0,BLACK HOLE EVENT HORIZONS AND ADVECTION-DOMINATED ACCRETION,2001
BH AND NS BINARIES,WALTER LEWIN,01400660,30.0,AXAF OBSERVATIONS OF THE RAPID BURSTER IN OUTBURST,2001
BH AND NS BINARIES,WALTER LEWIN,01400700,15.6,AXAF OBSERVATIONS OF A BRIGHT BLACK HOLE X-RAY BINARY INOUTBURST,2001
BH AND NS BINARIES,Jean Swank,01400713,80.0,HETGS STUDY OF PERSISTENT AND BURST EMISSION FROM TWO LUMINOUSBURSTERS,2001
BH AND NS BINARIES,LORELLA ANGELINI,01400738,60.0,RESOLVING LOW ENERGY LINES FROM LMXRB,2001
BH AND NS BINARIES,SAEQA VRTILEK,01400776,45.0,HIGH RESOLUTION X-RAY SPECTROSCOPY OF COMPACT BINARIES,2001
BH AND NS BINARIES,DUANE LIEDAHL,01400874,40.0,HIGH RESOLUTION SPECTROSCOPY OF THE STELLAR WIND IN CENTAURUSX-3,2001
BH AND NS BINARIES,WILLIAM BRANDT,01400876,45.0,HETG ZERO PHASE SPECTROSCOPY OF CIRCINUS X-1,2001
BH AND NS BINARIES,DUANE LIEDAHL,01400880,40.0,THE PHYSICS OF X-RAY LINE EMISSION IN THE MICROQUASAR GROJ1655-40,2001
BH AND NS BINARIES,LARS BILDSTEN,01400882,42.0,TEMPORAL EVOLUTION OF TRANSIENT TYPE I BURSTERS IN QUIESCENCE,2001
BH AND NS BINARIES,LARS BILDSTEN,01400884,10.0,QUIESCENT EMISSION FROM TRANSIENT TYPE I X-RAY BURSTERS,2001
BH AND NS BINARIES,Bruce Margon,01400904,9.0,THE LOCATION OF THE MOST INTENSE UNIDENTIFIED X-RAY SOURCE ONTHE CELESTIAL SPHERE,2001
BH AND NS BINARIES,Alan Levine,01400909,30.0,AXAF GRATING SPECTRA AND PRECISE POSITIONS OF BRIGHTGALACTIC-CENTER X-RAY SOURCES,2001
BH AND NS BINARIES,WILLIAM HEINDL,01400942,1.0,IS GRS 1758-258 REALLY A MICROQUASAR?,2001
BH AND NS BINARIES,JONATHAN GRINDLAY,01400903,8.8,"BRIGHT LMXB GLOBULAR CLUSTER SURVEY: NATURE, MASSES AND CLUSTERDYNAMICS",2001
BH AND NS BINARIES,PETER PREDEHL,01400007,30.0,CHEMISTRY OF INTERSTELLAR DUST,2001
BH AND NS BINARIES,GORDON GARMIRE,01400046,64.0,ECLIPSING BINARY X-RAY HALOS AND INTERSTELLAR GRAIN PROPERTIES,2001
BH AND NS BINARIES,GORDON GARMIRE,01400049,1790.7,MEASURING BLACK HOLE SPIN,2001
BH AND NS BINARIES,STEPHEN MURRAY,01400071,74.0,BLACK HOLE EVENT HORIZONS,2001
BH AND NS BINARIES,STEPHEN MURRAY,01400076,10.0,SPECTRA AND MASS MEASURE FOR THE ULTRACOMPACT BINARY IN NGC 6624,2001
BH AND NS BINARIES,GORDON GARMIRE,01400125,43.0,BLACK HOLE EVENT HORIZONS,2001
BH AND NS BINARIES,ALBERT BRINKMAN,01400127,44.0,"OBSERVATIONS OF ACTIVE, COMPACT, LOW-MASS X-RAY BINARIES WITHLETGS",2001
BH AND NS BINARIES,CLAUDE CANIZARES,01400137,187.5,HETG OBSERVATIONS OF X-RAY BINARIES,2001
BH AND NS BINARIES,PETER PREDEHL,01400140,52.0,SPECTROSCOPY OF THE SOFT COMPONENT OF THE X-RAY SPECTRUM OF HERX-1,2001
BH AND NS BINARIES,PETER PREDEHL,01400144,7.0,X-RAY SCATTERING HALO,2001
BH AND NS BINARIES,MICHAEL MCCOLLOUGH,01408007,40.0,TOO OBSERVATION OF THE RELATIVISTIC JET SOURCE CYGNUS X-3,2001
BH AND NS BINARIES,JEFFREY MCCLINTOCK,01408013,30.0,CHANDRA ACIS/LETG OBSERVATIONS OF THE LEAST ABSORBED X-RAY NOVA:XTE J1118+48,2001
BH AND NS BINARIES,JOHN TOMSICK,01408018,15.0,OBSERVATIONS OF A BLACK HOLE CANDIDATE X-RAY TRANSIENT DURINGOUTBURST DECAY,2001
"SN, SNR AND ISOLATED NS",CHRYSSA KOUVELIOTOU,01500206,45.0,A STUDY OF ANOMALOUS X-RAY PULSARS,2001
"SN, SNR AND ISOLATED NS",HIROSHI TSUNEMI,01500210,50.0,SPATIAL STRUCTURE OF THE SHRAPNEL INJECTED FROM THE SUPERNOVAEXPLOSION,2001
"SN, SNR AND ISOLATED NS",PATRICK SLANE,01500290,50.0,GETTING TO THE HEART OF 3C 58,2001
"SN, SNR AND ISOLATED NS",PATRICK SLANE,01500336,40.0,THE TORTOISE AND THE HARE: AN AXAF STUDY OF TWO COMPOSITESUPERNOVA REMNANTS,2001
"SN, SNR AND ISOLATED NS",GUENTHER HASINGER,01500408,10.0,RBS 1223 - A NEW ISOLATED NEUTRON STAR?,2001
"SN, SNR AND ISOLATED NS",KNOX LONG,01500505,75.0,SN1006 AND THE PHYSICS OF SHOCKS,2001
"SN, SNR AND ISOLATED NS",James Graham,01500525,77.0,"BLAST WAVE DYNAMICS, SUPERNOVA REMNANT ENVIRONMENTS, AND THEEVOLUTION OF THE CYGNUS LOOP",2001
"SN, SNR AND ISOLATED NS",DOUGLAS SWARTZ,01500526,50.0,"A STUDY OF THE OLD SUPERNOVAE SN1993J, SN1995N, AND SN1996CB",2001
"SN, SNR AND ISOLATED NS",PATRICK SLANE,01500527,70.0,AN AXAF STUDY OF THE NONTHERMAL EMISSION IN G347.5-0.5,2001
"SN, SNR AND ISOLATED NS",Q. DANIEL WANG,01500530,60.0,SNR 0538-69.1: THE SNR WITH THE FASTEST KNOWN PULSAR,2001
"SN, SNR AND ISOLATED NS",ROGER ROMANI,01500535,10.0,THE ENVIRONMENT AND X-RAY COUNTERPART OF 2EG J1811-2339,2001
"SN, SNR AND ISOLATED NS",Denis Leahy,01500548,10.0,"AXAF IMAGING AND SPECTROSCOPY OF THE SOUTHWEST ""V"" REGION OF THECYGNUS LOOP",2001
"SN, SNR AND ISOLATED NS",GEORGE PAVLOV,01500612,70.0,THE MILLISECOND PULSAR PSR J0437-4715: MAGNETOSPHERE ORATMOSPHERE?,2001
"SN, SNR AND ISOLATED NS",PAUL PLUCINSKY,01500632,80.0,POSSIBLE EXPLOSION FRAGMENTS IN THE VELA SUPERNOVA REMNANT,2001
"SN, SNR AND ISOLATED NS",SHRINIVAS KULKARNI,01500634,36.0,IS THE NERABY ISOLATED NEUTRON STAR RXJ 0720.4-3125 A MAGNETAR?,2001
"SN, SNR AND ISOLATED NS",Gautam Vasisht,01500636,38.0,THE SOFT GAMMA-RAY REPEATER SGR 1806-20,2001
"SN, SNR AND ISOLATED NS",SHRINIVAS KULKARNI,01500637,40.0,THE X-RAY COUNTERPART OF 5 MARCH 1979,2001
"SN, SNR AND ISOLATED NS",DAVID HELFAND,01500674,40.0,G29.7-0.3: A SUPERNOVA REMNANT LIKE IT OTTA BE,2001
"SN, SNR AND ISOLATED NS",GEORGE PAVLOV,01500691,1285.4,RADIO-SILENT NEUTRON STARS IN SUPERNOVA REMNANTS,2001
"SN, SNR AND ISOLATED NS",GEORGE PAVLOV,01500714,40.0,SPECTROSCOPY AND TIMING OF THE MIDDLE-AGED PULSAR 1055-52,2001
"SN, SNR AND ISOLATED NS",VICTORIA KASPI,01500762,20.0,"AXAF OBSERVATIONS OF THE ""DUCK"" PULSAR PSR B1757-24",2001
"SN, SNR AND ISOLATED NS",VICTORIA KASPI,01500765,20.0,"AXAF OBSERVATIONS OF THE YOUNG, ENERGETIC RADIO PULSAR PSRB1509-58",2001
"SN, SNR AND ISOLATED NS",James Cordes,01500793,50.0,BOW SHOCK NEBULAE FROM HIGH VELOCITY NEUTRON STARS,2001
"SN, SNR AND ISOLATED NS",John Finley,01500802,65.0,"TEMPORAL, SPECTRAL, AND SPATIAL CHARACTERIZATION OF PSR B1706-44",2001
"SN, SNR AND ISOLATED NS",MARTIN WEISSKOPF,01500806,150.0,AXAF OBSERVATIONS OF THE CRAB NEBULA AND PULSAR AND SPECTROSCOPYOF THE INTERSTELLAR MEDIUM,2001
"SN, SNR AND ISOLATED NS",JONATHAN KEOHANE,01500826,10.0,RESOLVING THE QUESTION OF IC443'S HARD EMISSION,2001
"SN, SNR AND ISOLATED NS",WALTER LEWIN,01500832,215.0,PROMPT AXAF OBSERVATIONS OF NEARBY SUPERNOVAE,2001
"SN, SNR AND ISOLATED NS",JEFF HESTER,01500847,10.2,ACIS/HST OBSERVATIONS OF RELATIVISTIC WISPS IN THE CRAB NEBULA,2001
"SN, SNR AND ISOLATED NS",STEVEN KAHN,01500850,100.0,HIGH RESOLUTION LINE SPECTROSCOPY OF THREE YOUNG SUPERNOVAREMNANTS IN THE LARGE MAGELLANIC CLOUD,2001
"SN, SNR AND ISOLATED NS",JOHN HUGHES,01500900,130.0,A SYSTEMATIC STUDY OF LMC SNRS WITH AXAF,2001
"SN, SNR AND ISOLATED NS",JOHN HUGHES,01500901,40.0,AXAF TOO OBSERVATIONS OF TYPE IA SUPERNOVAE,2001
"SN, SNR AND ISOLATED NS",VICTORIA KASPI,01500736,35.0,THE HISTORIC SUPERNOVA REMNANT SYSTEM - G11.2-0.3,2001
"SN, SNR AND ISOLATED NS",PETER PREDEHL,01500003,50.0,SOFT X-RAY SPECTRUM OF THE OLD NEUTRON STAR RXJ1856.5-3754,2001
"SN, SNR AND ISOLATED NS",STEPHEN HOLT,01500021,50.0,ACIS OBSERVATION OF CAS A,2001
"SN, SNR AND ISOLATED NS",STEPHEN HOLT,01500022,100.0,ACIS OBSERVATIONS OF TYCHO AND KEPLER,2001
"SN, SNR AND ISOLATED NS",STEPHEN HOLT,01500023,55.0,ACIS OBSERVATION OF W49B,2001
"SN, SNR AND ISOLATED NS",STEPHEN HOLT,01500024,70.0,ACIS OBSERVATIONS OF EJECTA DOMINATED MAGELLANIC CLOUD SNR'S,2001
"SN, SNR AND ISOLATED NS",CLAUDE CANIZARES,01500036,240.0,HIGH RESOLUTION SPECTRA OF EXTRAGALACTIC SUPERNOVA REMNANTS,2001
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,01500038,10.0,MONITORING OF SN 1987A,2001
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,01500044,40.0,THE SUPERNOVA REMNANT AND NEUTRON STAR RCW 103,2001
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,01500047,110.0,HIGH RESOLUTION SPECTROSCOPY OF SN 1987A,2001
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,01500054,549.0,ACIS STUDY OF THE LMC SUPERNOVA REMNANT N103B,2001
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,01500055,332.0,G292.0+1.8: A REMARKABLE OXYGEN-RICH SUPERNOVA REMNANT,2001
"SN, SNR AND ISOLATED NS",GORDON GARMIRE,01500073,60.0,THE VELA PULSAR,2001
"SN, SNR AND ISOLATED NS",STEPHEN MURRAY,01500136,58.0,SEARCH FOR PULSARS,2001
"SN, SNR AND ISOLATED NS",CLAUDE CANIZARES,01500141,80.0,HETG OBSERVATIONS OF ISOLATED PULSARS,2001
"SN, SNR AND ISOLATED NS",DAVID HELFAND,01508006,100.0,SURVEYING THE AFTERMATH OF A STARQUAKE,2001
NORMAL GALAXIES,CRYSTAL MARTIN,01600169,100.0,THE COMPOSITION OF THE NEAREST STARBURST-DRIVEN GALACTIC WIND,2001
NORMAL GALAXIES,CRAIG SARAZIN,01600191,70.0,RESOLVING THE MYSTERY OF X-RAY FAINT ELLIPTICAL GALAXIES,2001
NORMAL GALAXIES,CRAIG SARAZIN,01600222,40.0,STELLAR MASS LOSS VERSUS EXTERNAL ACCRETION IN X-RAY BRIGHTELLIPTICALS,2001
NORMAL GALAXIES,JONATHAN MCDOWELL,01600249,110.0,THE X-RAY SOURCE POPULATION OF M33,2001
NORMAL GALAXIES,GINEVRA TRINCHIERI,01600275,30.0,THE NATURE OF PECULIAR GAS FILAMENTS IN EARLY TYPE GALAXIES,2001
NORMAL GALAXIES,GINEVRA TRINCHIERI,01600278,20.0,RESOLVING THE X-RAY EMISSION IN STEPHAN'S QUINTET,2001
NORMAL GALAXIES,TIMOTHY HECKMAN,01600352,60.0,STARBURSTS AND THE `POLLUTION' OF THE IGM: AXAF OBSERVATIONS OFTHE SUPERWIND FROM NGC 253,2001
NORMAL GALAXIES,RAYMOND WHITE III,01600380,50.0,ELLIPTICALS WITH VERY DISCREPANT GASEOUS & STELLAR ABUNDANCES,2001
NORMAL GALAXIES,FABIAN WALTER,01600401,10.0,PROPOSAL TO STUDY THE HOT GAS INTERIOR OF A SUPERGIANT SHELL INTHE NEARBY DWARF GALAXY IC 2574,2001
NORMAL GALAXIES,George Rieke,01600489,50.0,X-RAYS FROM NEARBY STARBURST GALAXIES,2001
NORMAL GALAXIES,JOEL BREGMAN,01600497,57.0,GALACTIC FOUNTAINS AND SUPERNOVAE IN NGC 891,2001
NORMAL GALAXIES,JIMMY IRWIN,01600504,40.0,THE IMPORTANCE OF LOW MASS X-RAY BINARIES TO THE X-RAY EMISSIONFROM SA GALAXY BULGES,2001
NORMAL GALAXIES,TRINH THUAN,01600512,60.0,THE X-RAY EMISSION OF THE NEARLY PRIMORDIAL BLUE COMPACT DWARFGALAXY SBS 0335-052,2001
NORMAL GALAXIES,Q. DANIEL WANG,01600524,60.0,HOT GASEOUS HALO OF THE EDGE-ON GALAXY NGC 4631,2001
NORMAL GALAXIES,Paul Goudfrooij,01600541,20.0,THE INTERPLAY BETWEEN THE DIFFERENT COMPONENTS OF THEINTERSTELLAR MEDIUM OF ELLIPTICAL GALAXIES,2001
NORMAL GALAXIES,CHRISTINE JONES,01600680,30.0,"HOT AND COLD GAS, DARK MATTER, AND HEAVY ELEMENTS IN ELLIPTICALGALAXIES",2001
NORMAL GALAXIES,OMAR ALMAINI,01600773,50.0,FIRST OBSERVATIONS OF A LYMAN BREAK GALAXY AT X-RAY WAVELENGTHS,2001
NORMAL GALAXIES,ANN ZABLUDOFF,01600868,32.0,THE EVOLUTION OF ISOLATED ELLIPTICAL GALAXIES,2001
NORMAL GALAXIES,ALEXIS FINOGUENOV,01600473,30.0,ACIS STUDY OF ABUNDANCE DISTRIBUTION IN ES,2001
NORMAL GALAXIES,WILTON SANDERS,01600932,40.0,DIFFUSE X-RAY EMISSION FROM NEARBY SPIRAL GALAXIES,2001
NORMAL GALAXIES,DOMINIK BOMANS,01600963,40.0,DIFFUSE HOT GAS IN THE EXTREMELY METAL-POOR GALAXY I ZW 18,2001
NORMAL GALAXIES,CLAUDE CANIZARES,01600030,113.0,THE DETAILED X-RAY SPECTRA OF ELLIPTICAL GALAXIES,2001
NORMAL GALAXIES,GORDON GARMIRE,01600040,50.0,ACIS IMAGING OF SGR A* AND THE GALACTIC CENTER,2001
NORMAL GALAXIES,STEPHEN MURRAY,01600057,63.65,MONITORING M31,2001
NORMAL GALAXIES,STEPHEN MURRAY,01600058,69.02,M31 MONITORING (FOLLOWUP),2001
NORMAL GALAXIES,STEPHEN MURRAY,01600062,74.0,THE ANTENNAE,2001
