Proposal Number,Category,PI Name,Title,Time,Year
12620673,NORMAL GALAXIES: X-RAY POPULATIONS,Liu,The brightest ultraluminous X-ray sources across the sky,75.0,2012
12620841,NORMAL GALAXIES: X-RAY POPULATIONS,Basu-Zych,Chandra Observations of Local Lyman Break Galaxy Analogs,67.0,2012
12620858,NORMAL GALAXIES: X-RAY POPULATIONS,Williams,The Chandra Local Volume Survey,165.0,2012
12620873,NORMAL GALAXIES: X-RAY POPULATIONS,Baganoff,Probing the Flaring Activity and Submillimeter Structure of Sgr A* with Chandra and 1.3mm VLBI,36.0,2012
12700114,ACTIVE GALAXIES AND QUASARS,Fabbiano,THE HIGHEST RESOLUTION CHANDRA IMAGE OF THE AGN-HOST INTERACTION IN NGC1068,40.0,2012
12700160,ACTIVE GALAXIES AND QUASARS,Brandt,The Nature of Weak-Line Quasars at Low Redshift,19.8,2012
12700162,ACTIVE GALAXIES AND QUASARS,Ogle,Jet-ISM Interaction in the H2-Luminous Radio Galaxy 3C 293,70.0,2012
12700168,ACTIVE GALAXIES AND QUASARS,Fabbiano,"In-Depth Study of the Merger, ULIRG, Twin-AGN Galaxy NGC 6240",150.0,2012
12700195,ACTIVE GALAXIES AND QUASARS,Kunert-Bajraszewska,First X-ray observations of Low-Power Compact Steep Spectrum Sources,70.0,2012
12700211,ACTIVE GALAXIES AND QUASARS,Harris,Completing the Chandra 3C Snapshot Survey: Extragalactic Radio Sources with z,216.0,2012
12700229,ACTIVE GALAXIES AND QUASARS,Satyapal,SPTIZER DISCOVERS THE MOST LUMINOUS AGN IN A TRULY BULGELESS DISK GALAXY? THE CHANDRA VIEW OF NGC 4178,40.0,2012
12700246,ACTIVE GALAXIES AND QUASARS,Shen,X-ray and HST Imaging of Kpc-Scale Binary AGNs,86.0,2012
12700272,ACTIVE GALAXIES AND QUASARS,Maccarone,Low luminosity AGN and low mass black holes in nearby dwarf galaxies,70.0,2012
12700277,ACTIVE GALAXIES AND QUASARS,Harris,Where is the Site of TeV Flaring in M87?,45.0,2012
12700302,ACTIVE GALAXIES AND QUASARS,Dai,X-ray Properties of 2MASS Selected BALQSOs,87.7,2012
12700310,ACTIVE GALAXIES AND QUASARS,Konopelko,"A Joint Chandra, Fermi, MAGIC, and VERITAS Broadband Study of One High-Energy Blazar in A Major Outburst",100.0,2012
12700318,ACTIVE GALAXIES AND QUASARS,Shemmer,Exploratory X-ray Monitoring of z>4 Radio-Quiet Quasars,30.0,2012
12700353,ACTIVE GALAXIES AND QUASARS,Hardcastle,X-rays from the extended emission-line region of 3C305: probing a massive jet-driven outflow,60.0,2012
12700356,ACTIVE GALAXIES AND QUASARS,Kaufmann,Exploring the X-ray - TeV connection in BL Lacs on short timescales,30.0,2012
12700368,ACTIVE GALAXIES AND QUASARS,Shu,The X-ray nature of the low luminosity Seyfert 2 galaxy NGC 7590,30.0,2012
12700380,ACTIVE GALAXIES AND QUASARS,Worrall,A celestial waltz: swirls and turbulence from radio galaxies in a rich group,75.0,2012
12700488,ACTIVE GALAXIES AND QUASARS,Pooley,Direct Determination of Dark Matter Fractions and M/L in Elliptical Galaxies,90.0,2012
12700536,ACTIVE GALAXIES AND QUASARS,Croston,Radio-loud feedback in Seyfert galaxies,145.0,2012
12700537,ACTIVE GALAXIES AND QUASARS,Luo,Exploring the X-ray Properties of the Highest-Luminosity Double-Peaked Emitters,48.0,2012
12700570,ACTIVE GALAXIES AND QUASARS,Civano,A Runaway Black Hole in COSMOS,80.0,2012
12700576,ACTIVE GALAXIES AND QUASARS,Kochanek,Energy Dependent X-ray Microlensing,90.0,2012
12700599,ACTIVE GALAXIES AND QUASARS,Panessa,Is the binary AGN in the galaxy pair UGC 08327 activating or quiescencing?,30.0,2012
12700602,ACTIVE GALAXIES AND QUASARS,Schawinski,A Systematic Chandra Survey of AGN in Major Mergers -- How many Binary AGN are out there?,60.0,2012
12700603,ACTIVE GALAXIES AND QUASARS,Mingo,The Circinus Galaxy: shedding X-ray light on the energetics of AGN outflows,200.0,2012
12700605,ACTIVE GALAXIES AND QUASARS,Gerke,X-ray follow-up of Seyferts with candidate dual supermassive black holes,90.0,2012
12700679,ACTIVE GALAXIES AND QUASARS,Reeves,A Definitive Observation of an Accretion Disk Wind in the Quasar MR 2251-178,400.0,2012
12700718,ACTIVE GALAXIES AND QUASARS,bottacini,Chandra observations of the faintest hard X-ray sources in the SIX survey,20.0,2012
12700758,ACTIVE GALAXIES AND QUASARS,Ricci,Chandra observations of unidentified Fermi sources detected by INTEGRAL,12.0,2012
12700782,ACTIVE GALAXIES AND QUASARS,Siemiginowska,X-ray properties of the Youngest Radio Sources,115.0,2012
12700785,ACTIVE GALAXIES AND QUASARS,Hamann,Extreme Velocity Quasar Outflows and the Role of X-Ray Shielding,179.0,2012
12700882,ACTIVE GALAXIES AND QUASARS,Murphy,The Warm Absorber and Fe Fluorescence of MCG 8-11-11,120.0,2012
12700910,ACTIVE GALAXIES AND QUASARS,Mushotzky,Chandra Survey of Hard X-ray Selected Merging AGN Hosts,160.0,2012
12700932,ACTIVE GALAXIES AND QUASARS,Evans,THE FIRST SPATIALLY RESOLVED SPECTRUM OF AN AGN OUTFLOW IN AN EARLY-TYPE GALAXY: A DEEP HETG OBSERVATION OF MRK 3,300.0,2012
12800143,CLUSTERS OF GALAXIES,Gitti,Investigating AGN feedback in cool cores detected in H\alpha,18.0,2012
12800164,CLUSTERS OF GALAXIES,Morris,Extreme Mergers from the Massive Cluster Survey,130.0,2012
12800244,CLUSTERS OF GALAXIES,Kraft,A Deep Chandra Observation of the Hot Cluster around 3C 438,120.0,2012
12800274,CLUSTERS OF GALAXIES,Ebeling,The Bullet Cluster Reloaded? An in-depth study of two post-collision cluster mergers,95.0,2012
12800326,CLUSTERS OF GALAXIES,Markevitch,A SHOCK FRONT IN A521 AND A NEW METHOD OF MEASURING THE INTRACLUSTER MAGNETIC FIELD,90.0,2012
12800339,CLUSTERS OF GALAXIES,Russell,"Revealing the ICM transport processes with the bow shock, upstream shock and turbulent wake in Abell 2146",400.0,2012
12800344,CLUSTERS OF GALAXIES,Sanders,A deep look at PKS 0745-191 and its cluster environment,120.0,2012
12800358,CLUSTERS OF GALAXIES,Pierre,X-ray characterisation of the most distant spectroscopically confirmed cluster of galaxies,90.0,2012
12800403,CLUSTERS OF GALAXIES,Maughan,Extending X-ray and Sunyaev-Zel'dovich effect calibrations to low mass galaxy clusters,167.0,2012
12800409,CLUSTERS OF GALAXIES,Rossetti,Zooming in Abell 3560: a non-cool core cluster with a bright radio-loud BCG,20.0,2012
12800410,CLUSTERS OF GALAXIES,Sun,AGN heating and cooling in the most luminous group cool core,89.0,2012
12800433,CLUSTERS OF GALAXIES,Kraft,A Deep {\em Chandra} Study of NGC 4472 - Gas Dynamics in the Nearest Group-Cluster Merger,300.0,2012
12800509,CLUSTERS OF GALAXIES,Nulsen,Abell 2034: a Merger Near the Plane of the Sky,200.0,2012
12800510,CLUSTERS OF GALAXIES,Santos,Cool core clusters at high redshift: the unique case of WARPS J1415.1+3612,280.0,2012
12800522,CLUSTERS OF GALAXIES,Giles,The X-ray Properties of Weak-Lensing Selected Galaxy Clusters,231.0,2012
12800525,CLUSTERS OF GALAXIES,Forman,"Physics of Cluster Mergers - Coma, the Nearest Rich Cluster Merger",45.0,2012
12800531,CLUSTERS OF GALAXIES,Clarke,Abell 2443: An Extreme Relic as a Merger Signpost?,16.0,2012
12800532,CLUSTERS OF GALAXIES,Boehringer,Chandra Study of the X-ray Bright Distant Galaxy Cluster XMMU J0954+1738 at z=0.83,70.0,2012
12800548,CLUSTERS OF GALAXIES,Gastaldello,A textbook cold front in Abell 1775 at sharp focus with Chandra,100.0,2012
12800572,CLUSTERS OF GALAXIES,Miller,The Outer Limits of Clusters with Chandra and Suzaku,55.0,2012
12800632,CLUSTERS OF GALAXIES,Hughes,Chandra Observations of the ACT Sample of SZE-Selected Galaxy Clusters,477.0,2012
12800643,CLUSTERS OF GALAXIES,McNamara,Accretion Properties of Powerful AGN in Galaxy Clusters,100.0,2012
12800664,CLUSTERS OF GALAXIES,Vikhlinin,A 'CENTENNIAL' SAMPLE OF THE 100 X-RAY BRIGHTEST GALAXY CLUSTERS,140.0,2012
12800704,CLUSTERS OF GALAXIES,Sarazin,Abell 665: Determining the Connection Between Cluster Dynamics and Radio Halos,100.0,2012
12800778,CLUSTERS OF GALAXIES,Miller,Abell 1882: A Proto-cluster at Low Redshift,190.0,2012
12800854,CLUSTERS OF GALAXIES,Dawson,DLSCL J0916+2953: A New Transverse Cluster Merger,40.0,2012
12900191,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Smail,Testing inverse Compton heating in high-z galaxies,200.0,2012
12900343,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Nicastro,Securing a Detection of the Bulk of the Missing Baryons,500.0,2012
12900486,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Levan,The differing environments of dark gamma-ray bursts,45.0,2012
12900533,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Krongold,Assessing the WHIM detection towards Mkn421,170.0,2012
12900589,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Galeazzi,Properties of the Warm-Hot Intergalactic Medium Using X-ray/SZ Cross-Correlation,150.0,2012
12900635,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Wang,A CHandra survey of Extended Emission-line Regions in nearby Seyfert galaxies (CHEERS),335.0,2012
12900691,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Krumpe,Filling the 15 micron Gap: Search for Compton-thick Accretion with Chandra and AKARI in the NEP Deep Field,250.0,2012
12900781,EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Galeazzi,Properties of a WHIM Filament in the Shapley Supercluster,10.0,2012
12910240,GALACTIC DIFFUSE EMISSION AND SURVEYS,Stocke,Detecting the Hot Wind Escaping from the Galactic Center of the Milky Way,300.0,2012
12910379,GALACTIC DIFFUSE EMISSION AND SURVEYS,Mori,Chandra Studies of Unidentified X-ray Sources in the Galactic Bulge,44.0,2012
12910860,GALACTIC DIFFUSE EMISSION AND SURVEYS,Terrier,Following the echo of a past flare from Sgr A* in the interstellar medium,160.0,2012
